pk,comment,example,contributed_datapoint
41968,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41969,There are two animate genders and two inanimate genders (p.59),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41970,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41971,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41972,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41973,Neuter gender does not include any animates. Most fauna terms are Masculine. A few are Feminine (p.75),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41974,Humans are in the NI and NA classes while animals are mostly in the A class.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41975,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41976,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41977,"p.95 Agentive marker /(e)a/ for animates; /ru/ for inanimates; the difference seems to be related to controlled /i/ or uncontrolled /o/ possessive markers, p.359.            IB: also variations of transitive suffixes according to animacy",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41978,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41979,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41980,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41981,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41982,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41983,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41984,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41985,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41986,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41987,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41988,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41989,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41990,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41991,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41992,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41993,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41994,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41995,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41996,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41997,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
41998,"No, although animate/inanimate is a distinction made in the language, it does not affect noun classification or gender.",,Jesse Peacock
41999,,,Jakob Lesage
42000,,,Jakob Lesage
42001,,,Harald Hammarstrom
42002,,,Harald Hammarstrom
42003,,,Jakob Lesage
42004,,,Swintha Danielsen 2008-05-25
42005,,,Swintha Danielsen 2008-05-25
42006,,,Swintha Danielsen 2008-05-25
42007,,,Swintha Danielsen 2008-05-25
42008,partly,,Swintha Danielsen 2008-05-25
42009,,,Swintha Danielsen 2008-05-25
42010,,,Swintha Danielsen 2008-05-25
42011,,,Swintha Danielsen 2008-05-25
42012,,,Swintha Danielsen 2008-05-25
42013,,,Swintha Danielsen 2008-05-25
42014,,,Swintha Danielsen 2008-05-25
42015,partly,,Swintha Danielsen 2008-05-25
42016,,,Swintha Danielsen 2008-05-25
42017,,,Swintha Danielsen 2008-05-25
42018,,,Swintha Danielsen 2008-05-25
42019,,,Swintha Danielsen 2008-05-25
42020,,,Swintha Danielsen 2008-05-25
42021,,,Swintha Danielsen 2008-05-25
42022,,,Swintha Danielsen 2008-05-25
42023,,,Swintha Danielsen 2008-05-25
42024,,,Swintha Danielsen 2008-05-25
42025,,,Swintha Danielsen 2008-05-25
42026,,,Swintha Danielsen 2008-05-25
42027,,,Swintha Danielsen 2008-05-25
42028,,,Swintha Danielsen 2008-05-25
42029,,,Swintha Danielsen 2008-05-25
42030,,,Swintha Danielsen 2008-05-25
42031,,,Swintha Danielsen 2008-05-25
42032,,,Swintha Danielsen 2008-05-25
42033,,,Swintha Danielsen 2008-05-25
42034,,,Swintha Danielsen 2008-05-25
42035,,,Swintha Danielsen 2008-05-25
42036,,,Swintha Danielsen 2008-05-25
42037,,,Swintha Danielsen 2008-05-25
42038,,,Swintha Danielsen 2008-05-25
42039,,,Swintha Danielsen 2008-05-25
42040,,,Swintha Danielsen 2008-05-25
42041,,,Swintha Danielsen 2008-05-25
42042,,,Jakob Lesage
42043,,,Jakob Lesage
42044,,,Harald Hammarstrom
42045,,,Jakob Lesage
42046,,,Harald Hammarstrom
42047,,,Jakob Lesage
42048,,,Jakob Lesage
42049,,,Harald Hammarstrom
42050,,,Jakob Lesage
42051,,,Harald Hammarstrom
42052,"there are words which form nouns to do with professions 148-9, but these do not count according to the question.",,Jeremy Collins
42053,,,Jeremy Collins
42054,,,Jeremy Collins
42055,,,Jeremy Collins
42056,,,Jeremy Collins
42057,,,Jeremy Collins
42058,,,Jeremy Collins
42059,,,Jeremy Collins
42060,,,Jeremy Collins
42061,,,Jeremy Collins
42062,,,Jakob Lesage
42063,,,Harald Hammarstrom
42064,,,Jakob Lesage
42065,,,Hedvig Skirgård
42066,,,Hedvig Skirgård
42067,"Insects, plants and body-parts tend to be in a certain noun class (E).",,Hedvig Skirgård
42068,"Most plants are in NC G, but not all nouns in NC G are plants.",,Hedvig Skirgård
42069,,,Hedvig Skirgård
42070,,,Hedvig Skirgård
42071,,,Hedvig Skirgård
42072,,,Hedvig Skirgård
42073,,,Hedvig Skirgård
42074,"Many names of plants are found in the same noun class, it does not however seem to be relevant to current speakers.",,Hedvig Skirgård
42075,"Many names of plants are found in the same noun class, it does not however seem to be relevant to current speakers.",,Hedvig Skirgård
42076,"Many names of plants are found in the same noun class, it does not however seem to be relevant to current speakers.",,Hedvig Skirgård
42077,"Many names of plants are found in the same noun class, it does not however seem to be relevant to current speakers.",,Hedvig Skirgård
42078,,,Hedvig Skirgård
42079,,,Hedvig Skirgård
42080,,,Hedvig Skirgård
42081,,,Hedvig Skirgård
42082,,,Hedvig Skirgård
42083,,,Hedvig Skirgård
42084,Hedvig took the liberty of filling this in based on previous answers.,,Hedvig Skirgård
42085,,,Hedvig
42086,,,Hedvig Skirgård
42087,,,Hedvig Skirgård
42088,,,Hedvig Skirgård
42089,,,Hedvig Skirgård
42090,,,Hedvig Skirgård
42091,,,Hedvig Skirgård
42092,,,Hedvig Skirgård
42093,,,Hedvig Skirgård
42094,,,Hedvig Skirgård
42095,,,Hedvig Skirgård
42096,,,Hedvig Skirgård
42097,This feature is preferably confirmed by another source.,,Hedvig Skirgård
42098,,,Hedvig Skirgård
42099,,,Hedvig Skirgård
42100,,,Hedvig Skirgård
42101,,,Hedvig Skirgård
42102,,,Hedvig Skirgård
42103,,,Hedvig Skirgård
42104,,,Suzanne van der Meer
42105,,,Suzanne van der Meer
42106,,,Suzanne van der Meer
42107,gender distinction is arbitrary,,Suzanne van der Meer
42108,,,Suzanne van der Meer
42109,,,Suzanne van der Meer
42110,,,Suzanne van der Meer
42111,,,Suzanne van der Meer
42112,,,Suzanne van der Meer
42113,,,Suzanne van der Meer
42114,,,Suzanne van der Meer
42115,,,Suzanne van der Meer
42116,,,Suzanne van der Meer
42117,,,Suzanne van der Meer
42118,,,Suzanne van der Meer
42119,,,Suzanne van der Meer
42120,,,Suzanne van der Meer
42121,,,Suzanne van der Meer
42122,,,Suzanne van der Meer
42123,,,Suzanne van der Meer
42124,,,Suzanne van der Meer
42125,,,Suzanne van der Meer
42126,,,Suzanne van der Meer
42127,,,Suzanne van der Meer
42128,,,Suzanne van der Meer
42129,,,Suzanne van der Meer
42130,,,Suzanne van der Meer
42131,,,Suzanne van der Meer
42132,,,Suzanne van der Meer
42133,perhaps historically,,Suzanne van der Meer
42134,,,Suzanne van der Meer
42135,perhaps historically,,Suzanne van der Meer
42136,,,Suzanne van der Meer
42137,,,Suzanne van der Meer
42138,,,Suzanne van der Meer
42139,,,Suzanne van der Meer
42140,,,Suzanne van der Meer
42141,,,Suzanne van der Meer
42142,,,Suzanne van der Meer
42143,,,Suzanne van der Meer
42144,,,Suzanne van der Meer
42145,,,Suzanne van der Meer
42146,,,Suzanne van der Meer
42147,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42148,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42149,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42150,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42151,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42152,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42153,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42154,Plants and trees belong all to Class III,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42155,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42156,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42157,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42158,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42159,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42160,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42161,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42162,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42163,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42164,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42165,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42166,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42167,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42168,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42169,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42170,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42171,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42172,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42173,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42174,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42175,Possibly Y; cf. different class markers for /ameng/ 'wood' p.191Table 12.3,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42176,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42177,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42178,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42179,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42180,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42181,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42182,"Table 5.5, p.202.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42183,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42184,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42185,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42186,"Inanimates can only be Feminine (apart from the moon), so there is no gender distinction between plants and other inanimates (Bani 1987)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42187,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42188,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42189,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42190,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42191,Trees and most tree products are Feminine (Lee 1987: 79).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42192,"Plants, especially edible plants are one of the semantic foci of the M-class. Other plants are in the W-class (p.37).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42193,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42194,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42195,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42196,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42197,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42198,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42199,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42200,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42201,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42202,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42203,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42204,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42205,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42206,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42207,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42208,but note that it is relevant in the numeral classifier system (also referred to as a noun class system in the literature),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42209,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42210,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42211,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42212,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42213,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42214,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42215,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42216,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42217,"E-CLASS comprises nouns that denote (i) some instruments and utensils: biiso âknifeâ, tagi âbedâ; (ii) some fruits, not the trees they grow on: pena âbreadfruitâ, gulti âmangoâ, kenelie âcoconutâ; (iii) some heterogenous items: peere âlegâ, tiini âsmoke of fireâ. Lindrud (nd) states that most palm species belong to this class, and some trees, although the majority of trees are L-class",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42218,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42219,The arboreal (plant) gender marked by suffixes on the nouns in  Waalubal (Crowley 30) does not control any agreement patterns so is not coded as part of the noun class or gender system here. Arboreal gender mentioned Smythe (268-269). Plant (arboreal) gender does control agreement in adjectives in some of the other dialects. Dialect differences,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42220,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42221,Plant status alone is not an important focus of any of the four genders as plants are found in all four genders. Plant foods are restricted to the Mum gender though (Green:15). So the intersection of plant and food status is important to the system.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42222,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42223,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42224,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42225,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42226,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42227,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42228,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42229,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42230,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42231,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42232,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42233,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42234,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42235,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42236,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42237,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42238,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42239,No noun classes or genders,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42240,LRC: 153,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42241,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42242,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42243,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42244,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42245,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42246,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42247,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42248,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42249,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42250,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42251,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42252,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42253,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42254,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42255,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42256,One of the seven noun classes for common nouns is 'arboreal' (K&C 1996: 4),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42257,Â,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42258,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42259,"Class III is made up primarily of vegetable or non-flesh foods, including terms referring to the plant (62, 63). However most other trees and plants are in class IV (64). Since plants are therefore found in both the inanimate genders, it cannot really be said that plant status alone is an important determinant of gender assignment, independent of animacy (p.62-64).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42260,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42261,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42262,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42263,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42264,All flora terms are Masculine (p.75),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42265,Plants are mostly in the GU or MA classes.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42266,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42267,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42268,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42269,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42270,Plants are found in nearly every gender.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42271,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42272,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42273,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42274,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42275,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42276,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42277,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42278,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42279,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42280,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42281,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42282,"p.178: In the ANIMATE class are the nouns referring to corn, potato and pumpkin, foods which are at the centre of the diets of the Bunaq people and are the focus of agricultural production. By contrast, the crops of the INANIMATE noun class items, such as taro and rice, are on the whole much less significant in the livelihoods of the Bunaq.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42283,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42284,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42285,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42286,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42287,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42288,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42289,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42290,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42291,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42292,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42293,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42294,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42295,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42296,,,Jesse Peacock
42297,,,Jakob Lesage
42298,,,Jakob Lesage
42299,,,Harald Hammarstrom
42300,"Plants belong to two genders, seemingly at random",,Harald Hammarstrom
42301,,,Jakob Lesage
42302,,,Swintha Danielsen 2008-05-25
42303,,,Swintha Danielsen 2008-05-25
42304,,,Swintha Danielsen 2008-05-25
42305,,,Swintha Danielsen 2008-05-25
42306,,,Swintha Danielsen 2008-05-25
42307,,,Swintha Danielsen 2008-05-25
42308,,,Swintha Danielsen 2008-05-25
42309,,,Swintha Danielsen 2008-05-25
42310,,,Swintha Danielsen 2008-05-25
42311,,,Swintha Danielsen 2008-05-25
42312,,,Swintha Danielsen 2008-05-25
42313,,,Swintha Danielsen 2008-05-25
42314,,,Swintha Danielsen 2008-05-25
42315,,,Swintha Danielsen 2008-05-25
42316,,,Swintha Danielsen 2008-05-25
42317,,,Swintha Danielsen 2008-05-25
42318,,,Swintha Danielsen 2008-05-25
42319,,,Swintha Danielsen 2008-05-25
42320,,,Swintha Danielsen 2008-05-25
42321,,,Swintha Danielsen 2008-05-25
42322,,,Swintha Danielsen 2008-05-25
42323,,,Swintha Danielsen 2008-05-25
42324,,,Swintha Danielsen 2008-05-25
42325,,,Swintha Danielsen 2008-05-25
42326,,,Swintha Danielsen 2008-05-25
42327,,,Swintha Danielsen 2008-05-25
42328,,,Swintha Danielsen 2008-05-25
42329,,,Swintha Danielsen 2008-05-25
42330,,,Swintha Danielsen 2008-05-25
42331,,,Swintha Danielsen 2008-05-25
42332,,,Swintha Danielsen 2008-05-25
42333,,,Swintha Danielsen 2008-05-25
42334,,,Swintha Danielsen 2008-05-25
42335,,,Swintha Danielsen 2008-05-25
42336,,,Swintha Danielsen 2008-05-25
42337,,,Swintha Danielsen 2008-05-25
42338,,,Swintha Danielsen 2008-05-25
42339,,,Swintha Danielsen 2008-05-25
42340,,,Jakob Lesage
42341,,,Jakob Lesage
42342,,,Harald Hammarstrom
42343,,,Jakob Lesage
42344,,,Harald Hammarstrom
42345,,,Jakob Lesage
42346,,,Jakob Lesage
42347,,,Harald Hammarstrom
42348,,,Jakob Lesage
42349,,,Harald Hammarstrom
42350,no: sentences do not feature adpositions marking NP roles,,Jeremy Collins
42351,I.e. it does not have gender at all.,,Jeremy Collins
42352,I.e. it does not have gender at all.,,Jeremy Collins
42353,I.e. it does not have gender at all.,,Jeremy Collins
42354,I.e. it does not have gender at all.,,Jeremy Collins
42355,I.e. it does not have gender at all.,,Jeremy Collins
42356,I.e. it does not have gender at all.,,Jeremy Collins
42357,I.e. it has gender in both .,,Jeremy Collins
42358,,,Jeremy Collins
42359,,,Jeremy Collins
42360,,,Jakob Lesage
42361,,,Harald Hammarstrom
42362,,,Jakob Lesage
42363,,,Hedvig Skirgård
42364,,,Hedvig Skirgård
42365,,,Hedvig Skirgård
42366,,,Hedvig Skirgård
42367,,,Hedvig Skirgård
42368,,,Hedvig Skirgård
42369,,,Hedvig Skirgård
42370,,,Hedvig Skirgård
42371,See feature 30,,Hedvig Skirgård
42372,,,Hedvig Skirgård
42373,,,Hedvig Skirgård
42374,,,Hedvig Skirgård
42375,,,Hedvig Skirgård
42376,,,Hedvig Skirgård
42377,,,Hedvig Skirgård
42378,,,Hedvig Skirgård
42379,,,Hedvig Skirgård
42380,,,Hedvig Skirgård
42381,,,Hedvig Skirgård
42382,,,Hedvig Skirgård
42383,,,Hedvig
42384,,,Hedvig Skirgård
42385,,,Hedvig Skirgård
42386,,,Hedvig Skirgård
42387,,,Hedvig Skirgård
42388,,,Hedvig Skirgård
42389,,,Hedvig Skirgård
42390,,,Hedvig Skirgård
42391,,,Hedvig Skirgård
42392,,,Hedvig Skirgård
42393,,,Hedvig Skirgård
42394,,,Hedvig Skirgård
42395,,,Hedvig Skirgård
42396,0,,Hedvig Skirgård
42397,,,Hedvig Skirgård
42398,,,Hedvig Skirgård
42399,,,Hedvig Skirgård
42400,,,Hedvig Skirgård
42401,,,Hedvig Skirgård
42402,,,Suzanne van der Meer
42403,,,Suzanne van der Meer
42404,,,Suzanne van der Meer
42405,,,Suzanne van der Meer
42406,,,Suzanne van der Meer
42407,,,Suzanne van der Meer
42408,,,Suzanne van der Meer
42409,,,Suzanne van der Meer
42410,,,Suzanne van der Meer
42411,,,Suzanne van der Meer
42412,,,Suzanne van der Meer
42413,,,Suzanne van der Meer
42414,,,Suzanne van der Meer
42415,,,Suzanne van der Meer
42416,,,Suzanne van der Meer
42417,but there is a masculine vs. feminine distinction in verbal person markers,,Suzanne van der Meer
42418,,,Suzanne van der Meer
42419,,,Suzanne van der Meer
42420,,,Suzanne van der Meer
42421,,,Suzanne van der Meer
42422,,,Suzanne van der Meer
42423,,,Suzanne van der Meer
42424,,,Suzanne van der Meer
42425,,,Suzanne van der Meer
42426,,,Suzanne van der Meer
42427,,,Suzanne van der Meer
42428,,,Suzanne van der Meer
42429,,,Suzanne van der Meer
42430,,,Suzanne van der Meer
42431,,,Suzanne van der Meer
42432,,,Suzanne van der Meer
42433,"if 30 = true, then yes",,Suzanne van der Meer
42434,,,Suzanne van der Meer
42435,,,Suzanne van der Meer
42436,,,Suzanne van der Meer
42437,,,Suzanne van der Meer
42438,,,Suzanne van der Meer
42439,,,Suzanne van der Meer
42440,,,Suzanne van der Meer
42441,,,Suzanne van der Meer
42442,,,Suzanne van der Meer
42443,,,Suzanne van der Meer
42444,,,Suzanne van der Meer
42445,,,Suzanne van der Meer
42446,,,Suzanne van der Meer
42447,,,Suzanne van der Meer
42448,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42449,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42450,LRC: 458,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42451,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42452,it's a proprty of all nouns,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42453,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42454,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42455,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42456,"[GR: the answer was Y, but i can't find evidence. SEE SENFT 46f & 76.] [GR: Hence, Y remains]",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42457,but disappearing! See 2.2.02,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42458,"among pronouns, yes, but also in (SG) nouns A little hard to interpret -- does 'only' mean among pronouns only in 3rd p or that the lg has gender no where else at all?",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42459,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42460,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42461,the gender distinctions marked on the demonstrative pronouns extend to 1st and 2nd persons.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42462,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42463,"This is only marginal -- third person pronouns can be classified, and some of the classifiers indicate sex of referent",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42464,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42465,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42466,"that is, on articles & demonstratives and in verbal affixation [328ff]",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42467,Rowe: 15ff,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42468,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42469,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42470,No gender system. LRC: 575,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42471,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42472,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42473,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
42474,LRC: 442,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
