ID,Name,Description,Contributor_ID,Doc,Vdoc,Name_french,Clarification,Alternative_id,Representation,Dependson,Abbreviation,Jl_relevant_unit,Jl_function,Jl_formal_means,Domain
194,Are there indefinite or non-specific articles?,,hedvigskirgard,,0==absent||1==present,Existe-t-il des articles indéfinis ou non-spécifiques?,"An article is a marker that accompanies the noun and expresses notions such as (non-)specificity, (in)definiteness and information status (new or given status). Sometimes these notions of specificity, definiteness and information status are summed up in the term ""identifiability"". Articles cannot occur independently, though they might be homophonous with pronouns or numerals that can. A language does not necessarily have both an non-specific/indefinite and a specific/definite marker. These markers often stem from very different sources (numerals and demonstratives) and need not be similar in formal expression or position. Formal expression is irrelevant, articles can be free, bound, or marked by suprasegmental markers such as tone. Articles are different from demonstratives in that demonstratives occur in a paradigm where there are markers that have a clear spatial deictic function. As demonstratives can grammaticalize into definite or specific article they form a natural continuum making it hard to define discrete categories. Articles are more grammaticalized, i.e. are often obligatory in certain context that require definite or specific reference. Definite or specific articles can also grammaticalize from pronouns meaning 'a certain'. As articles necessarily accompany nouns, it is in these cases it is necessary to investigate whether the marker can occur independently or not, if it can it is most likely a pronoun and not an article. Articles can be homophonous with pronouns, see discussions on multifunctionality and take an informed stance in the language-specific case whether these markers are homophonous or polysemic.  Indefinite or unspecific articles can grammaticalize from pronouns meaning 'any' or 'a certain', in these cases it is necessary to investigate whether the marker can occur independently or not.  If it can it is most likely a pronoun and not an article. One way of distinguishing between numerals meaning 'one' and an indefinite/non-specific article is whether it can modify plural nouns or not, if it can it's an article.",,75,194,,article,definiteness,functional inventory,
195,Can a noun receive more than one noun class marker at the same time?,,hedvigskirgard,,0==absent||1==present,Un nom peut-il recevoir plus d’un marqueur nominal à la fois ?,"Can a noun have more than one noun class marker on itself? This feature was inspired by Aikhenvald (2000:63-66), however, if one of the markers is not classified as a noun class in NTS because it is a productive marker of evaluation, honorifics or location it does not count here.",,79,40:0 -> 195:na,,noun,nominal classification,declension,
196,Is there a gender distinction in 2nd person pronouns?,,hedvigskirgard,,0==absent||1==present,Existe-t-il une distinction de genre pour les pronoms de 2ème personne?,,,96,202:1 -> 196:1,,pronoun,pronominal gender,functional inventory,
197,Is there a gender distinction in 1st person pronouns?,,hedvigskirgard,,0==absent||1==present,Existe-t-il une distinction de genre pour les pronoms de 1ere  personne?,,,97,162:1 -> 197:1,,pronoun,pronominal gender,functional inventory,
198,Can numerals agree with the gender/noun class of the head noun of the noun phrase?,,hedvigskirgard,,0==absent||1==present,Est-ce possible pour les numéraux de s’accorder en genre/classe nominal avec le tete de syntgame nominal?,,,85,56:0 -> 198:na,,numeral,nominal classification,agreement,
199,Can verbs agree with the gender/noun class of the nominal object?,,hedvigskirgard,,0==absent||1==present,Est-il possible  que les verbes de s’accordent en genre/classe nominale avec l’objet nominal ?,"Main verbs only and nominal arguments. Agreement does not have to obligatory in all conditions, for example it can vary with negation or TAME, but  its absence cannot be triggered by the presence of nominal arguments. If the marker disappears when there is a nominal argument then it’s not agreement, it is just a regular pronoun. Pronoun often “agree” with the nominal argument their “replacing” (their antecedent), this is however not verbal agreement. The antecedent of the agreement marker must be able to be present in the clause.",,75,50:0 -> 199:na,,verb,nominal classification,agreement,
200,Can verbs agree in number with the nominal object?,,hedvigskirgard,,0==absent||1==present,Est-Il possible  que les verbes de s’accordent en nombre avec l’objet nominal ?,"Main verbs only and nominal arguments. Agreement does not have to obligatory in all conditions, for example it can vary with negation or TAME, but  its absence cannot be triggered by the presence of nominal arguments. If the marker disappears when there is a nominal argument then it’s not agreement, it is just a regular pronoun. Pronoun often “agree” with the nominal argument their “replacing” (their antecedent), this is however not verbal agreement. The antecedent of the agreement marker must be able to be present in the clause.",,67,200,,verb,number,agreement,
202,Is there a distinction between masculine and feminine in 2nd person pronouns?,,hedvigskirgard,,0==absent||1==present,Existe-t-il une distinction entre le masculin et le féminin pour les pronoms de 2ème personne?,,,97,196:0 -> 202:na,,pronoun,pronominal gender,functional inventory,
203,"What is the relative order of the universal quantifier (""all"") and the noun?",,gerreesink,,1==Dem-N||2==N-Dem||3==both,"Quelle est l’ordre relatif du quantificateur universel (‘tous, toutes’) et du nom?",,,79,203,,quantifier,quantification,word order,
204,"Are there different marking strategies for the universal quantifier (""all"") and the inherently distributive quantifier (""every"")?",,gerreesink,,0==absent||1==present,"Existe-t-il des stratégies différentes de marquage pour le quantificateur universel (‘tous, toutes’) et le quantificateur distributif (‘chaque’)?",This feature pertains both to difference in order and to different markers.,,60,204,,quantifier,quantification,multiple,
205,Is number marking prohibited on inanimate nouns?,,hedvigskirgard,,0==absent||1==present,Le marquage du nombre est-il interdit pour des noms inanimés?,See F45.,,57,"205:1 -> 45:1, 45:0 -> 205:na",,noun,number,declension,
206,Is number marking prohibited on mass nouns?,,hedvigskirgard,,0==absent||1==present,Le marquage du nombre est-il interdit pour des noms de masse?,See F45.,,52,"206:1 -> 45:1, 45:0 -> 206:na",,noun,number,declension,
207,Is number marking optional on certain (types of) nouns?,,hedvigskirgard,,0==absent||1==present,Le marquage de nombre est-il optionnel pour certains types des noms?,,,57,207,,noun,number,declension,
208,Can singular number be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible de marquer le singulier par un préfix sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,93,42:0 -> 208:na,SingPreN,noun,number,affixes & clitics (- agreement),
209,Can singular number be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible de marquer le singulier par un suffixe sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,92,42:0 -> 209:na,SingSufN,noun,number,affixes & clitics (- agreement),
210,Can singular number be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le singulier par supplétion du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,65,42:0 -> 210:na,SingSupN,noun,number,suppletion,
211,Can singular number be marked by tone alone on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible de marquer le singulier uniquement par un ton sur le nom?,"This means that tone is the only marker of singular in the construction, not in the language. This does not have to be on an open set of nouns, it can be only for restricted set.",,82,42:0 -> 211:na,SingToneN,noun,number,intonation,
212,Can dual number be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le duel par un préfix sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,43:0 -> 212:na,DuaPreN,noun,number,affixes & clitics (- agreement),
213,Can dual number be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le duel par un suffixe sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,43:0 -> 213:na,DuaSufN,noun,number,affixes & clitics (- agreement),
214,Can dual number be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le duel par supplétion du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,95,43:0 -> 214:na,DuaSupN,noun,number,suppletion,
215,Can dual number be marked by tone alone on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le duel  uniquement par ton sur le nom ?,"This means that tone is the only marker of dual in the construction, not in the language. This does not have to be on an open set of nouns, it can be only for restricted set.",,96,43:0 -> 215:na,DuaToneN,noun,number,intonation,
216,Can dual number be marked by reduplication on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le duel par réduplication du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,43:0 -> 216:na,DuaRedupN,noun,number,reduplication,
217,Can plural number be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le pluriel par un préfix sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,97,44:0 -> 217:na,PlPreN,noun,number,affixes & clitics (- agreement),
218,Can plural number be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le pluriel par un suffixe sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,91,44:0 -> 218:na,PlSufN,noun,number,affixes & clitics (- agreement),
219,Can plural number be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le pluriel par supplétion du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,63,44:0 -> 219:na,PlSupN,noun,number,suppletion,
220,Can plural number be marked by tone alone on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le pluriel  rien que par ton sur le nom ?,"This means that tone is the only marker of plural in the construction, not in the language. This does not have to be on an open set of nouns, it can be only for restricted set.",,84,44:0 -> 220:na,PlToneN,noun,number,intonation,
221,Can plural number be marked by reduplication on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le pluriel par réduplication du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,78,44:0 -> 221:na,PlRedupN,noun,number,reduplication,
222,Can trial number be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le triel par un préfix sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,165:0 -> 222:na,TriPreN,noun,number,affixes & clitics (- agreement),
223,Can trial number be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le triel par un suffixe sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,95,165:0 -> 223:na,TriSufN,noun,number,affixes & clitics (- agreement),
224,Can trial number be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le triel par supplétion du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,165:0 -> 224:na,TriSupN,noun,number,suppletion,
225,Can trial number be marked by tone alone on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le triel uniquement par un ton sur le nom ?,"This means that tone is the only marker of trial in the construction, not in the language. This does not have to be on an open set of nouns, it can be only for restricted set.",,96,165:0 -> 225:na,TriToneN,noun,number,intonation,
226,Can trial number be marked by reduplication on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le triel par réduplication du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,96,165:0 -> 226:na,TriRedupN,noun,number,reduplication,
227,Can paucal number be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le paucal par un préfix sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,94,166:0 -> 227:na,PaucPreN,noun,number,affixes & clitics (- agreement),
228,Can paucal number be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le paucal par un suffixe sur le nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,95,166:0 -> 228:na,PaucSufN,noun,number,affixes & clitics (- agreement),
229,Can paucal number be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le paucal par supplétion du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,94,166:0 -> 229:na,PaucSupN,noun,number,suppletion,
230,Can paucal number be marked by tone alone on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le paucal rien que par ton sur le nom,"This means that tone is the only marker of paucal in the construction, not in the language. This does not have to be on an open set of nouns, it can be only for restricted set.",,95,166:0 -> 230:na,PaucToneN,noun,number,intonation,
231,Can paucal number be marked by reduplication on the noun?,,hedvigskirgard,,0==absent||1==present,Est-il possible  de marquer le paucal par réduplication du nom?,"This does not have to be on an open set of nouns, it can be only for restricted set.",,94,166:0 -> 231:na,PaucRedupN,noun,number,reduplication,
232,Can diminutive be marked by a prefix on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer le diminutif par un préfix sur le nom?,,,74,187: 0 -> 232:na,DimPreN,noun,diminutive,affixes & clitics (- agreement),
234,Can diminutive be marked by a suffix on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer le diminutif par un suffixe sur le nom?,,,69,187: 0 -> 234:na,DimSufN,noun,diminutive,affixes & clitics (- agreement),
235,Can diminutive be marked by suppletion on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer le diminutif par supplétion sur le nom?,,,65,187: 0 -> 235:na,DimSupN,noun,diminutive,suppletion,
236,Can diminutive be marked by tone on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer lediminutif uniquement par ton sur le nom?,,,72,187: 0 -> 236:na,DimToneN,noun,diminutive,intonation,
237,Can diminutive be marked by reduplication on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer le diminutif par réduplication du nom?,,,72,187: 0 -> 237:na,DimRedupN,noun,diminutive,reduplication,
238,Can diminutive be marked by noun class selection?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer le diminutif par sélection de classe nominale?,This feature captures noun class marking both on the noun and elsewhere in the clause (i.e. agreement on the verb or nominal modifiers).,,70,187: 0 -> 238:0,DimNC,noun,diminutive,affixes & clitics (- agreement),
239,Can augmentative be marked by a prefix on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer l’augmentatif par un préfix sur le nom?,,,62,188:0 -> 239:na,AugPreN,noun,augmentative,affixes & clitics (- agreement),
240,Can augmentative be marked by a suffix on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer l’augmentatif par un suffixe sur le nom?,,,63,188:0 -> 240:na,AugSufN,noun,augmentative,affixes & clitics (- agreement),
241,Can augmentative be marked by suppletion on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer l’augmentatif par suppletion sur le nom?,,,63,188:0 -> 241:na,AugSupN,noun,augmentative,suppletion,
242,Can augmentative be marked by tone on the noun?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer l’augmentatif uniquement par un ton ton sur le nom?,,,64,188:0 -> 242:na,AugToneN,noun,augmentative,intonation,
243,Can augmentative be marked by reduplication on the noun?,,francescadigarbo,,0==absent||1==present,EEst-il possible  de marquer l’augmentatif par réduplication du nom?,,,63,188:0 -> 243:na,AugRedupN,noun,augmentative,reduplication,
244,Can augmentative be marked by noun class selection?,,francescadigarbo,,0==absent||1==present,Est-il possible  de marquer l’augmentatif par sélection de classe nominale?,This feature captures noun class marking both on the noun and elsewhere in the clause (i.e. agreement on the verb or nominal modifiers).,,64,188:0 -> 244:0,AugNC,noun,augmentative,affixes & clitics (- agreement),
245,Can gender/noun class be marked by a prefix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-ce possible de marquer le genre ou la classe nominale par un préfixe sur le nom?,,,91,"40:0 -> 245:na, (245:1 v 246:1 v 247:1 v 248:1) -> 40:1",NCPre,noun,nominal classification,affixes & clitics (- agreement),
246,Can gender/noun class be marked by a suffix on the noun?,,hedvigskirgard,,0==absent||1==present,Est-ce possible de marquer le genre ou la classe nominale par un suffixe sur le nom?,,,85,"40:0 -> 246:na, (245:1 v 246:1 v 247:1 v 248:1) -> 40:1",NCSuf,noun,nominal classification,affixes & clitics (- agreement),
247,Can gender/noun class be marked by suppletion on the noun?,,hedvigskirgard,,0==absent||1==present,Est-ce possible de marquer le genre ou la classe nominale par supplétion sur le nom?,,,78,"40:0 -> 247:na, (245:1 v 246:1 v 247:1 v 248:1) -> 40:1",NCSup,noun,nominal classification,suppletion,
248,Can gender/noun class be marked by tone on the noun only?,,hedvigskirgard,,0==absent||1==present,Est-il possible de marquer le genre ou la classe nominal uniquement par un ton sur le nom ?,"This means that tone is the only marker of gender/noun class in the construction, not in the language.",,85,"40:0 -> 246:na, (245:1 v 246:1 v 247:1 v 248:1) -> 40:1",NCTone,noun,nominal classification,intonation,
249,Are there variations in marking strategies of core participants?,,hedvigskirgard,,0==absent||1==present,Existe-t-il variation de marquage des participants basiques?,"F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is there position in relation to the verbal root that is targeted.",,72,(95:1 v 96:1 v 97:1 v 98:1) -> 249:1,,clause,argument marking,head marking,
250,Can predicative possession be formed with a habeo-verb?,,gerreesink,,0==absent||1==present,Est-il possible de construire la prédication possessive par un verbe d’habeo ?,"Is there a verb that expresses predicative possession where the possessor is the subject, the possessum the object and the verb is finite and clearly transitive. The finite element in itself need not be clearly distinct from an existential or locational predicator, the main difference is the argument structure.  Transitivity is a language-specific category that needs to be investigate separately to learn whether or not the construction is transitive. In case of languages where transitivity is hard to define it might be beneficial to compare to verbs of ""hold"" and ""grasp"". It is very likely that habeo-verb constructions arise from possessive constructions where the possessor is expressed as a topic (see feature 255).",,54,250,,verb,possession,inserted item,
251,Can predicative possession be formed by an intransitive construction with an locational/existential/copula predicate where the possessum is the subject?,,gerreesink,,0==absent||1==present,Est-il possible de construire la prédication possessive par une construction intransitive avec une copule ou un verbe d’existence/location où le possèdé est le sujet?,"This category encompasses constructions where the finite element is a verb of existence or location and the possessum is the subject. This category has four subdivisions: locative, dative, genitive and topic.",,53,(252:1 v 253:1 v 254:1 v 255:1) -> 251:1,,clause,possession,inserted item,
252,Can predicative possession be formed with a locative possessive?,,gerreesink,,0==absent||1==present,Est-il possible de construire la prédication possessive au moyen d’une une construction possessive locative?,"Locative possessive means a construction where possessum the subject of an existential/locative predicative and the possessor in an oblique formed marked by an element meaning ""at/in/on"" (i.e. ""a car is on me"") or the locational function is marked on the verb. The possessor-NP need not be overtly marked for location, it can be expressed in the verb itself, i.e. dependent versus head-marking is irrelevant.",,52,251:0 -> 252:na,,clause,possession,multiple,
253,Can predicative possession be formed with a dative possessive?,,gerreesink,,0==absent||1==present,Est-il possible de construire la prédication possessive au moyen d’une construction possessive dative?,"Is the possessum the subject of an existential predicative and the possessor in an oblique formed marked by an element meaning ""to/for"" (i.e. ""a car is to me""). The possessor-NP need not be overtly marked for dative case, it can be expressed in the verb itself, i.e. dependent versus head-marking is irrelevant.",,52,251:0 -> 253:na,,clause,possession,multiple,
254,Can predicative possession be formed with a genitive possessive?,,gerreesink,,0==absent||1==present,Est-ce possible de construire la prédication possessive au moyen d’une construction possessive génitive?,"The possessum is the subject, there is no locational or dative marking of the possessor. The possessor may be construed as a modifier of the possessum (i.e. ""my car exists"").",,51,251:0 -> 254:na,,clause,possession,multiple,
255,Can predicative possession be formed with a topic possessive?,,gerreesink,,0==absent||1==present,Est-il possible de construire la prédication possessive au moyen d’une construction possessive topique?,"The possessum is the subject and the possessor is marked as topic (i.e. ""concerning me, there is a car""). The Topic Possessive shares with the Locative and the Genitive Possessive the characteristic that the possessed NP is construed as the grammatical subject of the existential predicate. The distinguishing feature of the Topic Possessive lies in the encoding of the possessor NP, which is construed as the topic of the sentence.",,51,251:0 -> 255:na,,clause,possession,multiple,
256,Can predicative possession be formed with a conjunctional possessive?,,gerreesink,,0==absent||1==present,Est-il possible  de construire la prédication possessive au moyen d’une construction possessive conjointe?,"Conjunctional possessive means that the possessor is the subject, the predicative is a existential/locational/copula verb and the possessum is marked by a element marking simultaneity between clauses or ""also/too"" or  subordinating conjunction (""when/while"") or  coordinating particle (""and"") or a comitative marker {""with"").  The conjugational/comitative/coordination/topical/simultaneity marking need not be bound to the possessum-NP, but it needs to mark the possessum-NP, i.e. dependent versus head-marking is irrelevant.",,50,256,,clause,possession,multiple,
257,Can polar interrogation be marked by intonation only?,,gerreesink,,0==absent||1==present,Est-il possible  de marquer l’interrogation totale ( questions oui/non-) par rien que parl’intonation?,"There is no other marker in the clause that signals polar interrogation, not even lack of finiteness compared to the affirmative. Intonation needs to be separated from tone because tone can be considered as a particle. intonation is super segmental whereas tone is bound to an constituent (even ""underlying"" tones are bound). If polar interrogation is expressed by a particle with a certain tone, then it is marked by a particle and not by intonation. The issue becomes more complicated if we consider cases where a particle with tone has suffixed and finally merged with the preceding element leaving nothing but the tone left. These are sometimes called “tonal suffixes”. In those cases the tone or intonation would attach to anything preceding, making it hard to distinguish from intonation without the entire phrase contour.||Intonation is on larger units than a syllable, tone is on one syllable only. I.e. if it’s only a tone change in the last syllable it is not intonation but a tonal affix (most likely the remains of an old suffix). This triggers yes (1) in F261 and no (0) in F257. Keep in mind that the descriptor might mark a change of pitch only on the last syllable, but in reality the pitch change could be evident earlier.",,67,(258:1 v 259:1) -> 257:1,,clause,interrogation,intonation,
258,Is the polar interrogative intonation rising?,,gerreesink,,0==absent||1==present,L’intonation interrogative totale ( questions oui/non-) est-elle montante?,,,58,257:0 -> 258:na,,clause,interrogation,intonation,
259,Is the polar interrogative intonation falling?,,gerreesink,,0==absent||1==present,L’intonation interrogative totale ( questions oui/non-) est-elle descendante?,,,58,257:0 -> 259:na,,clause,interrogation,intonation,
260,Can polar interrogation be marked by change in word order only?,,gerreesink,,0==absent||1==present,Est-il possible  de marquer interrogation totale ( questions oui/non-) uniquement en changeant l’ordre des mots ?,"There is no other marker in the clause that signals polar interrogation, not even lack of finiteness compared to the affirmative.",,77,260,,clause,interrogation,word order,
261,Can polar interrogation be marked by a particle only?,,gerreesink,,0==absent||1==present,Est-il possible  de marquer l’interrogation totale ( questions oui/non-) par uniquement par une particule ?,"There is no other marker in the clause that signals polar interrogation, not even lack of finiteness compared to the affirmative. Particles that are described as tag-questions, i.e. requesting agreement, are not counted here. . Intonation needs to be separated from tone because tone can be considered as a particle. intonation is super segmental whereas tone is bound to an constituent (even ""underlying"" tones are bound). If polar interrogation is expressed by a particle with a certain tone, then it is marked by a particle and not by intonation. The issue becomes more complicated if we consider cases where a particle with tone has suffixed and finally merged with the preceding element leaving nothing but the tone left. These are sometimes called “tonal suffixes”. In those cases the tone or intonation would attach to anything preceding, making it hard to distinguish from intonation without the entire phrase contour.||Intonation is on larger units than a syllable, tone is on one syllable only. I.e. if it’s only a tone change in the last syllable it is not intonation but a tonal affix (most likely the remains of an old suffix). This triggers yes (1) in F261 and no (0) in F257. Keep in mind that the descriptor might mark a change of pitch only on the last syllable, but in reality the pitch change could be evident earlier.",,74,"(291:1 v 292:1 v 262:1 v 263:1 v 264:1)-> 261:1, 261:1 -> (262:1 v 263:1 v 264:1)",,particle,interrogation,particle,
262,Is there a clause-initial polar interrogative particle?,,gerreesink,,0==absent||1==present,La particule interrogative totale est-elle positionnée en début de clause?,,,76,"261:0 -> 262:na, 261:1 -> (262:1 v 263:1 v 264:1)",,particle,interrogation,particle,
263,Is there a clause-final polar interrogative particle?,,gerreesink,,0==absent||1==present,La particule interrogative totale est-elle positionnée en fin de clause?,,,75,"261:0 -> 263:na, 261:1 -> (262:1 v 263:1 v 264:1)",,particle,interrogation,particle,
264,Is there a clause-medial polar interrogative particle?,,gerreesink,,0==absent||1==present,La particule interrogative totale est-elle positionnée en milieu de clause?,,,72,"261:0 -> 264:na, 261:1 -> (262:1 v 263:1 v 264:1)",,particle,interrogation,particle,
265,"Can comparative constructions be construed with a verb meaning ""surpass"" or ""exceed""?",,gerreesink,,0==absent||1==present,Est-il possible  de former des constructions comparativesau moyen d’un verbe ayant le sens de ‘surpasser ’ou ‘dépasser’?,"That which is being compared is the subject, the standard is the direct object and there are two predicates: one expressing surpass/exceed and the other carrying the relevant lexical information about the property (i.e. ""Ronald  exceed be-tall Julia"").The order of these predicates is not relevant for this feature, not if the property word is a verb of an adjective. It is important that the finite verb has other functions besides comparisons, typically locational functions such as ""be in front of"" etc.",,66,265,,clause,comparative,inserted item,
266,Can comparative constructions be construed with a locative comparative?,,gerreesink,,0==absent||1==present,"Est-il possible  de former une construction comparative au moyen d’un comparatif locatif, i.e.  que le NP standard soit marqué par un morphème locatif ou adverbial?","The standard NP is invariably constructed with a marker that also has a locational/adverbial function. Please note that benefactive markers are included here and that the marker of the property word is irrelevant for this feature (i.e. ""tall-er"").",,64,(267:1 v 268:1 v 269:1 277:1) -> 266:1,,clause,comparative,multiple,
267,Can comparative constructions be construed with a from-comparative?,,gerreesink,,0==absent||1==present,Est-il possible  de former une construction comparative au moyen d’un morphème qui indique l’origine du mouvement (a ‘from-comparative’) ?,"A from-comparative marks the standard as a source of movement (""out/ from"").",,62,266:0 -> 267:na,,clause,comparative,multiple,
268,Can comparative constructions be construed with a to-comparative?,,gerreesink,,0==absent||1==present,Est-il possible  de  former une construction comparative par un morphème qui indique la cible du mouvement (a ‘to-comparative’)?,"A to-comparative marks the standard as the goal of a movement (""to/towards/over/beyond"").",,62,266:0 -> 268:na,,clause,comparative,multiple,
269,Can comparative constructions be construed with a benefactive comparative?,,gerreesink,,0==absent||1==present,Est-il possible  de  former une construction comparative  au moyen d’un morphème bénéfactif ?,"A benefactive comparative marks the standard as a benefactee (""for"").",,62,266:0 -> 269:na,,clause,comparative,multiple,
270,Can comparative constructions be construed with conjoined clauses?,,gerreesink,,0==absent||1==present,Est-il possible de  former une construction comparative  au moyen de clauses conjointes?,"Two clauses, one with the standard-NP and one with the comparee-NP. They have the same function in the clauses (i.e. ""She is nice, he is not nice"").",,64,(271:1 v 271:1) -> 270:1,,clause,comparative,coordination,
271,Are the predicates in the conjoined comparative construction antonyms?,,gerreesink,,0==absent||1==present,Les prédicats dans les clauses conjointes sont-ils des antonymes?,"""The house is big, the dog is small""",,64,270:0 -> 271:na,,adjective,comparative,coordination,
272,Do the  predicates in the conjoined comparative construction differ in polarity?,,gerreesink,,0==absent||1==present,Existe-t-il une différence de polarité entre les prédicats dans les clauses conjointes ?,"""The house is big, the dog is not big""",,64,270:0 -> 272:na,,adjective,comparative,coordination,
273,Can comparative constructions be construed with a particle?,,gerreesink,,0==absent||1==present,Est-il possible  de construire une construction comparative  au moyen d’une particule?,"The particle comparative constructions is defined by the particle that is  marking of the standard. It is crucial that it is not the same as an exceed-verb nor locational/existential, i.e. falling into the categories of 265-277. The particle can have other functions though, they are often but not necessarily temporal adverbs or conjunctions. It is irrelevant whether the particle is phonologically free or not or whether it agrees or triggers agreement in case, gender etc.  It is highly likely that particle-comparative constructions grammaticalizes from constructions of conjoined clauses. An example of a particle comparative would be the Germanic languages, such as  English ""than"". Note that the marking of the property word is not relevant here (i.e. ""tall-er"").",,64,273,,particle,comparative,particle,
274,Is the element marking the gradable property concepts in the comparative construction marked for comparison in any way?,,gerreesink,,0==absent||1==present,Dans une construction comparative l’élément indiquant la propriété graduable porte-il un marquage de comparaison?,"Is there a comparative form of the property word  (i.e. ""tall-er"" or ""plus grand""). This feature only concerns constructions where the standard is present, i.e. not ""Maria is tall"".",,68,274,,adjective,comparative,multiple,
275,Is the element marking the gradable property concepts in the comparative construction marked by an affix?,,gerreesink,,0==absent||1==present,Dans une construction comparative l’élément indiquant la propriété graduable  est-il marqué par un affixe?,"Is there a comparative form of the property word (i.e. ""tall-er""). This feature only concerns constructions where the standard is present, i.e. not ""Maria is tall"".",,70,274:0 -> 275:na,,adjective,comparative,affixes & clitics (- agreement),
276,Is the element marking the gradable property concepts in the comparative construction marked by a separate degree word?,,gerreesink,,0==absent||1==present,Dans une construction comparative l’élément indiquant la propriété graduable est-il marqué par un mot indépendant de degré?,"Is there a comparative form of the property word (i.e. ""plus grand""). This feature only concerns constructions where the standard is present, i.e. not ""Maria is tall"".",,68,274:0 -> 276:na,,adjective,comparative,particle,
277,Can comparative constructions be construed with an at-comparative?,,gerreesink,,0==absent||1==present,Est-il possible  de former une construction comparative  au moyen d’un morphème locatif statif (‘chez’/’sur’/’à’)?,"A at-comparative marks the standard as the location of movement (""at/upon/in"")",,62,266:0 -> 277:na,,adjective,comparative,multiple,
278,Is there variation in conflation of arguments marking core participants?,,gerreesink,,0==absent||1==present,Existe-t-il  des variations d‘alignement des arguments marquant des participants basiques?,,,34,(279:1 v 280:1 v 281:1 v 282:1) -> 278:1,,clause,argument marking,head marking,
279,Is there variation in conflation of core participants based on TAM distinctions?,,gerreesink,,0==absent||1==present,Est-ce que les variations d‘alignement des arguments des participants basiques sont fondées sur des distinctions de TAM ?,,,33,278:0 -> 279:na,,clause,TAM marking,multiple,
